wave21	wave20
-53.985	1481.3158
-49.307	1481.3553
-45.149	1481.3947
-39.2	1481.4342
-37.965	1481.4737
-37.758	1481.5132
-37.871	1481.5526
-38.892	1481.5921
-41.844	1481.6316
-47.157	1481.6711
-52.173	1481.7105
-55.121	1481.75
-57.193	1481.7895
-58.411	1481.8289
-64.45099999999999	1481.8684
-58.175	1481.9079
-61.884	1481.9474
-58.733	1481.9868
-54.577	1482.0263
-51.852	1482.0658
-49.117	1482.1053
-43.243	1482.1447
-38.794	1482.1842
-38.139	1482.2237
-38.049	1482.2632
-38.405	1482.3026
-39.899	1482.3421
-43.066	1482.3816
-47.983	1482.4211
-52.561	1482.4605
-55.327	1482.5
-58.038	1482.5395
-69.01900000000001	1482.5789
-62.079	1482.6184
-61.586	1482.6579
-67.646	1482.6974
-60.115	1482.7368
-55.629	1482.7763
-50.842	1482.8158
-49.08	1482.8553
-43.829	1482.8947
-38.277	1482.9342
-37.366	1482.9737
-37.319	1483.0132
-37.806	1483.0526
-39.487	1483.0921
-43.212	1483.1316
-48.996	1483.1711
-54.311	1483.2105
-55.44	1483.25
-56.835	1483.2895
-63.191	1483.3289
-63.191	1483.3684
-60.788	1483.4079
-73.515	1483.4474
-56.832	1483.4868
-56.197	1483.5263
-50.867	1483.5658
-48.264	1483.6053
-41.057	1483.6447
-38.046	1483.6842
-37.713	1483.7237
-37.765	1483.7632
-38.321	1483.8026
-40.433	1483.8421
-45.32	1483.8816
-51.325	1483.9211
-55.287	1483.9605
-55.126	1484
-57.645	1484.0395
-69.02	1484.0789
-66.792	1484.1184
-210	1484.1579
-210	1484.1974
-57.788	1484.2368
-54.432	1484.2763
-49.485	1484.3158
-45.829	1484.3553
-39.065	1484.3947
-37.165	1484.4342
-36.948	1484.4737
-37.059	1484.5132
-38.002	1484.5526
-40.862	1484.5921
-45.961	1484.6316
-51.357	1484.6711
-53.717	1484.7105
-56.924	1484.75
-60.886	1484.7895
-63.712	1484.8289
-74.937	1484.8684
-58.25	1484.9079
-61.037	1484.9474
-62.636	1484.9868
-53.344	1485.0263
-49.381	1485.0658
-45.163	1485.1053
-38.844	1485.1447
-37.411	1485.1842
-37.231	1485.2237
-37.412	1485.2632
-38.572	1485.3026
-41.793	1485.3421
-47.158	1485.3816
-51.776	1485.4211
-54.908	1485.4605
-54.323	1485.5
-57.646	1485.5395
-59.052	1485.5789
-61.066	1485.6184
-59.086	1485.6579
-58.649	1485.6974
-55.89	1485.7368
-51.197	1485.7763
-48.077	1485.8158
-42.588	1485.8553
-37.743	1485.8947
-36.752	1485.9342
-36.675	1485.9737
-37.062	1486.0132
-38.532	1486.0526
-41.656	1486.0921
-46.983	1486.1316
-51.214	1486.1711
-54.101	1486.2105
-55.618	1486.25
-58.853	1486.2895
-59.684	1486.3289
-61.59	1486.3684
-60.246	1486.4079
-58.833	1486.4474
-54.272	1486.4868
-50.916	1486.5263
-48.255	1486.5658
-42.914	1486.6053
-37.305	1486.6447
-36.475	1486.6842
-36.427	1486.7237
-36.868	1486.7632
-38.573	1486.8026
-42.592	1486.8421
-48.825	1486.8816
-52.394	1486.9211
-54.753	1486.9605
-57.355	1487
-58.316	1487.0395
-63.274	1487.0789
-59.618	1487.1184
-65.627	1487.1579
-57.169	1487.1974
-54.238	1487.2368
-49.543	1487.2763
-46.275	1487.3158
-39.219	1487.3553
-36.232	1487.3947
-35.921	1487.4342
-35.972	1487.4737
-36.523	1487.5132
-38.896	1487.5526
-44.095	1487.5921
-49.633	1487.6316
-53.409	1487.6711
-54.597	1487.7105
-59.106	1487.75
-58.167	1487.7895
-58.852	1487.8289
-66.69	1487.8684
-210	1487.9079
-56.78	1487.9474
-52.272	1487.9868
-48.115	1488.0263
-43.898	1488.0658
-37.236	1488.1053
-35.719	1488.1447
-35.534	1488.1842
-35.631	1488.2237
-36.446	1488.2632
-39.059	1488.3026
-44.337	1488.3421
-49.599	1488.3816
-53.027	1488.4211
-54.335	1488.4605
-56.512	1488.5
-56.987	1488.5395
-59.089	1488.5789
-61.397	1488.6184
-59.123	1488.6579
-56.12	1488.6974
-51.715	1488.7368
-48.038	1488.7763
-45.105	1488.8158
-38.287	1488.8553
-36.063	1488.8947
-35.806	1488.9342
-35.95	1488.9737
-37.003	1489.0132
-39.891	1489.0526
-44.963	1489.0921
-49.568	1489.1316
-54.786	1489.1711
-55.45	1489.2105
-57.865	1489.25
-60.295	1489.2895
-57.699	1489.3289
-57.025	1489.3684
-57.026	1489.4079
-56.889	1489.4474
-52.066	1489.4868
-47.274	1489.5263
-44.254	1489.5658
-37.396	1489.6053
-35.518	1489.6447
-35.326	1489.6842
-35.457	1489.7237
-36.286	1489.7632
-38.773	1489.8026
-43.771	1489.8421
-49.211	1489.8816
-52.62	1489.9211
-55.179	1489.9605
-56.384	1490
-60.904	1490.0395
-58.456	1490.0789
-66.672	1490.1184
-69.42400000000001	1490.1579
-55.728	1490.1974
-53.837	1490.2368
-48.653	1490.2763
-45.551	1490.3158
-38.152	1490.3553
-36.022	1490.3947
-35.806	1490.4342
-35.948	1490.4737
-36.659	1490.5132
-39.077	1490.5526
-44.238	1490.5921
-49.938	1490.6316
-53.061	1490.6711
-54.706	1490.7105
-57.07	1490.75
-59.874	1490.7895
-58.698	1490.8289
-60.497	1490.8684
-58.415	1490.9079
-55.907	1490.9474
-53.29	1490.9868
-47.976	1491.0263
-44.478	1491.0658
-37.452	1491.1053
-35.449	1491.1447
-35.227	1491.1842
-35.314	1491.2237
-36.138	1491.2632
-38.971	1491.3026
-44.79	1491.3421
-49.721	1491.3816
-52.545	1491.4211
-53.224	1491.4605
-55.775	1491.5
-58.93	1491.5395
-210	1491.5789
-57.578	1491.6184
-65.709	1491.6579
-58.863	1491.6974
-52.548	1491.7368
-47.875	1491.7763
-44.262	1491.8158
-37.675	1491.8553
-36.044	1491.8947
-35.815	1491.9342
-35.914	1491.9737
-36.713	1492.0132
-39.473	1492.0526
-44.63	1492.0921
-49.4	1492.1316
-53.397	1492.1711
-56.171	1492.2105
-55.337	1492.25
-59.122	1492.2895
-56.783	1492.3289
-210	1492.3684
-60.058	1492.4079
-54.54	1492.4474
-52.435	1492.4868
-48.033	1492.5263
-44.938	1492.5658
-37.62	1492.6053
-35.467	1492.6447
-35.275	1492.6842
-35.346	1492.7237
-36.189	1492.7632
-38.601	1492.8026
-43.068	1492.8421
-48.376	1492.8816
-53.22	1492.9211
-53.476	1492.9605
-57.207	1493
-210	1493.0395
-61.585	1493.0789
-58.975	1493.1184
-67.533	1493.1579
-57.487	1493.1974
-53.077	1493.2368
-48.279	1493.2763
-46.039	1493.3158
-39.039	1493.3553
-35.867	1493.3947
-35.515	1493.4342
-35.6	1493.4737
-36.35	1493.5132
-38.608	1493.5526
-43.27	1493.5921
-49.219	1493.6316
-52.053	1493.6711
-54.98	1493.7105
-55.119	1493.75
-59.306	1493.7895
-65.593	1493.8289
-65.738	1493.8684
-76.554	1493.9079
-56.728	1493.9474
-53.603	1493.9868
-48.845	1494.0263
-46.306	1494.0658
-39.001	1494.1053
-35.625	1494.1447
-35.264	1494.1842
-35.268	1494.2237
-35.644	1494.2632
-37.322	1494.3026
-41.548	1494.3421
-47.763	1494.3816
-51.572	1494.4211
-54.345	1494.4605
-54.964	1494.5
-55.31	1494.5395
-56.886	1494.5789
-61.436	1494.6184
-58.096	1494.6579
-58.122	1494.6974
-55.261	1494.7368
-49.538	1494.7763
-46.137	1494.8158
-39.159	1494.8553
-35.647	1494.8947
-35.287	1494.9342
-35.291	1494.9737
-35.695	1495.0132
-37.537	1495.0526
-42.31	1495.0921
-48.225	1495.1316
-51.641	1495.1711
-53.612	1495.2105
-55.35	1495.25
-58.675	1495.2895
-58.505	1495.3289
-60.303	1495.3684
-68.855	1495.4079
-58.819	1495.4474
-53.717	1495.4868
-48.862	1495.5263
-46.318	1495.5658
-39.826	1495.6053
-35.834	1495.6447
-35.254	1495.6842
-35.258	1495.7237
-35.802	1495.7632
-37.776	1495.8026
-41.723	1495.8421
-47.25	1495.8816
-52.267	1495.9211
-53.679	1495.9605
-55.498	1496
-56.891	1496.0395
-61.178	1496.0789
-57.183	1496.1184
-60.619	1496.1579
-57.227	1496.1974
-54.154	1496.2368
-48.173	1496.2763
-46.137	1496.3158
-40.107	1496.3553
-35.522	1496.3947
-34.853	1496.4342
-34.86	1496.4737
-35.337	1496.5132
-37.12	1496.5526
-41.227	1496.5921
-47.055	1496.6316
-51.152	1496.6711
-52.96	1496.7105
-54.621	1496.75
-56.2	1496.7895
-60.907	1496.8289
-59.923	1496.8684
-65.496	1496.9079
-56.865	1496.9474
-55.013	1496.9868
-49.181	1497.0263
-46.491	1497.0658
-39.651	1497.1053
-35.553	1497.1447
-35.084	1497.1842
-35.086	1497.2237
-35.498	1497.2632
-37.21	1497.3026
-41.42	1497.3421
-47.329	1497.3816
-51.758	1497.4211
-52.788	1497.4605
-55.729	1497.5
-57.87	1497.5395
-57.75	1497.5789
-56.67	1497.6184
-210	1497.6579
-57.525	1497.6974
-54.85	1497.7368
-48.933	1497.7763
-45.84	1497.8158
-39.845	1497.8553
-34.966	1497.8947
-34.328	1497.9342
-34.295	1497.9737
-34.74	1498.0132
-36.671	1498.0526
-40.75	1498.0921
-46.159	1498.1316
-49.974	1498.1711
-52.814	1498.2105
-54.588	1498.25
-58.429	1498.2895
-57.595	1498.3289
-59.785	1498.3684
-59.935	1498.4079
-60.336	1498.4474
-56.691	1498.4868
-49.437	1498.5263
-46.519	1498.5658
-41.924	1498.6053
-35.989	1498.6447
-34.659	1498.6842
-34.56	1498.7237
-34.994	1498.7632
-36.759	1498.8026
-40.479	1498.8421
-45.911	1498.8816
-50.665	1498.9211
-52.4	1498.9605
-55.795	1499
-60.423	1499.0395
-62.007	1499.0789
-60.873	1499.1184
-62.893	1499.1579
-61.202	1499.1974
-53.9	1499.2368
-48.502	1499.2763
-45.589	1499.3158
-40.788	1499.3553
-34.791	1499.3947
-33.72	1499.4342
-33.606	1499.4737
-33.819	1499.5132
-34.826	1499.5526
-37.785	1499.5921
-43.487	1499.6316
-48.54	1499.6711
-52.013	1499.7105
-52.745	1499.75
-55.538	1499.7895
-57.423	1499.8289
-56.785	1499.8684
-61.651	1499.9079
-60.733	1499.9474
-55.373	1499.9868
-53.57	1500.0263
-46.886	1500.0658
-44.094	1500.1053
-36.592	1500.1447
-33.989	1500.1842
-33.74	1500.2237
-33.829	1500.2632
-34.579	1500.3026
-37.189	1500.3421
-42.435	1500.3816
-47.428	1500.4211
-51.075	1500.4605
-52.981	1500.5
-55.465	1500.5395
-57.292	1500.5789
-58.429	1500.6184
-57.917	1500.6579
-61.319	1500.6974
-55.926	1500.7368
-52.519	1500.7763
-46.243	1500.8158
-43.623	1500.8553
-36.704	1500.8947
-33.195	1500.9342
-32.728	1500.9737
-32.718	1501.0132
-33.282	1501.0526
-35.75	1501.0921
-40.834	1501.1316
-45.75	1501.1711
-49.944	1501.2105
-52.136	1501.25
-54.639	1501.2895
-55.612	1501.3289
-55.905	1501.3684
-56.647	1501.4079
-64.407	1501.4474
-57.162	1501.4868
-51.803	1501.5263
-46.352	1501.5658
-43.93	1501.6053
-37.526	1501.6447
-32.897	1501.6842
-32.331	1501.7237
-32.322	1501.7632
-32.831	1501.8026
-34.65	1501.8421
-38.551	1501.8816
-44.268	1501.9211
-48.434	1501.9605
-50.565	1502
-53.46	1502.0395
-53.636	1502.0789
-57.627	1502.1184
-57.764	1502.1579
-56.149	1502.1974
-55.823	1502.2368
-51.371	1502.2763
-46.678	1502.3158
-42.942	1502.3553
-36.703	1502.3947
-31.681	1502.4342
-31.018	1502.4737
-30.985	1502.5132
-31.308	1502.5526
-32.711	1502.5921
-36.409	1502.6316
-42.483	1502.6711
-47.254	1502.7105
-49.929	1502.75
-52.456	1502.7895
-53.179	1502.8289
-54.561	1502.8684
-54.076	1502.9079
-58.809	1502.9474
-55.132	1502.9868
-50.906	1503.0263
-46.144	1503.0658
-41.556	1503.1053
-37.236	1503.1447
-30.577	1503.1842
-29.199	1503.2237
-29.037	1503.2632
-29.185	1503.3026
-30.203	1503.3421
-33.366	1503.3816
-39.041	1503.4211
-43.594	1503.4605
-46.816	1503.5
-48.812	1503.5395
-51.05	1503.5789
-52.168	1503.6184
-53.646	1503.6579
-54.603	1503.6974
-54.25	1503.7368
-47.464	1503.7763
-43.397	1503.8158
-38.008	1503.8553
-35.471	1503.8947
-28.594	1503.9342
-25.221	1503.9737
-24.805	1504.0132
-24.81	1504.0526
-25.471	1504.0921
-27.832	1504.1316
-32.424	1504.1711
-37.639	1504.2105
-41.566	1504.25
-43.964	1504.2895
-46.072	1504.3289
-47.391	1504.3684
-47.797	1504.4079
-48.297	1504.4474
-48.142	1504.4868
-41.887	1504.5263
-36.462	1504.5658
-30.316	1504.6053
-27.804	1504.6447
-21.755	1504.6842
-16.981	1504.7237
-16.282	1504.7632
-16.253	1504.8026
-16.696	1504.8421
-18.415	1504.8816
-22	1504.9211
-27.62	1504.9605
-32.284	1505
-35.105	1505.0395
-37.282	1505.0789
-39.054	1505.1184
-40.401	1505.1579
-42.223	1505.1974
-44.904	1505.2368
-46.421	1505.2763
-48.302	1505.3158
-50.433	1505.3553
-49.86	1505.3947
-47.169	1505.4342
-40.295	1505.4737
-38.745	1505.5132
-38.542	1505.5526
-38.74	1505.5921
-39.713	1505.6316
-42.625	1505.6711
-47.93	1505.7105
-52.47	1505.75
-56.326	1505.7895
-58.229	1505.8289
-57.114	1505.8684
-60.449	1505.9079
-59.348	1505.9474
-63.441	1505.9868
-59.883	1506.0263
-58.872	1506.0658
-62.245	1506.1053
-61.87	1506.1447
-58.18	1506.1842
-57.136	1506.2237
-55.15	1506.2632
-55.87	1506.3026
-56.661	1506.3421
-55.841	1506.3816
-56.382	1506.4211
-62.956	1506.4605
-65.782	1506.5
-59.593	1506.5395
-63.276	1506.5789
-58.032	1506.6184
-63.996	1506.6579
-61.996	1506.6974
-60.082	1506.7368
-75.10899999999999	1506.7763
-57.816	1506.8158
-63.362	1506.8553
-60.911	1506.8947
-55.641	1506.9342
-50.784	1506.9737
-45.875	1507.0132
-44.974	1507.0526
-44.932	1507.0921
-45.241	1507.1316
-46.58	1507.1711
-50.015	1507.2105
-54.095	1507.25
-56.872	1507.2895
-59.226	1507.3289
-63.81	1507.3684
-57.614	1507.4079
-60.461	1507.4474
-63.905	1507.4868
-60.593	1507.5263
-58.707	1507.5658
-58.162	1507.6053
-57.69	1507.6447
-53.051	1507.6842
-50.179	1507.7237
-42.963	1507.7632
-41.014	1507.8026
-40.817	1507.8421
-41.076	1507.8816
-42.161	1507.9211
-44.523	1507.9605
-49.455	1508
-54.875	1508.0395
-56.73	1508.0789
-57.193	1508.1184
-61.12	1508.1579
-58.34	1508.1974
-58.742	1508.2368
-60.876	1508.2763
-62.263	1508.3158
-59.139	1508.3553
-57.854	1508.3947
-52.673	1508.4342
-49.734	1508.4737
-43.011	1508.5132
-40.035	1508.5526
-39.759	1508.5921
-39.82	1508.6316
-40.492	1508.6711
-43.209	1508.7105
-48.47	1508.75
-52.824	1508.7895
-56.077	1508.8289
-55.786	1508.8684
-66.27	1508.9079
-210	1508.9474
-59.373	1508.9868
-58.028	1509.0263
-63.488	1509.0658
-59.797	1509.1053
-57.453	1509.1447
-52.97	1509.1842
-49.51	1509.2237
-43.429	1509.2632
-39.11	1509.3026
-38.426	1509.3421
-38.382	1509.3816
-38.74	1509.4211
-40.527	1509.4605
-44.842	1509.5
-49.565	1509.5395
-52.974	1509.5789
-55.439	1509.6184
-57.145	1509.6579
-55.664	1509.6974
-76.932	1509.7368
-58.184	1509.7763
-71.78400000000001	1509.8158
-60.271	1509.8553
-57.127	1509.8947
-54.744	1509.9342
-50.42	1509.9737
-46.36	1510.0132
-39.693	1510.0526
-38.226	1510.0921
-38.088	1510.1316
-38.3	1510.1711
-39.55	1510.2105
-43.04	1510.25
-48.586	1510.2895
-53.275	1510.3289
-56.217	1510.3684
-55.757	1510.4079
-61.31	1510.4474
-58.4	1510.4868
-59.287	1510.5263
-60.62	1510.5658
-62.417	1510.6053
-57.711	1510.6447
-56.124	1510.6842
-51.406	1510.7237
-48.156	1510.7632
-40.832	1510.8026
-37.924	1510.8421
-37.609	1510.8816
-37.682	1510.9211
-38.347	1510.9605
-40.881	1511
-45.734	1511.0395
-50.697	1511.0789
-55.297	1511.1184
-55.181	1511.1579
-56.021	1511.1974
-55.781	1511.2368
-63.664	1511.2763
-58.984	1511.3158
-61	1511.3553
-57.953	1511.3947
-56.495	1511.4342
-52.241	1511.4737
-48.684	1511.5132
-43.974	1511.5526
-38.45	1511.5921
-37.394	1511.6316
-37.231	1511.6711
-37.506	1511.7105
-38.955	1511.75
-42.377	1511.7895
-47.36	1511.8289
-51.415	1511.8684
-55.953	1511.9079
-57.335	1511.9474
-55.777	1511.9868
-57.008	1512.0263
-59.508	1512.0658
-64.05	1512.1053
-64.05	1512.1447
-59.868	1512.1842
-55.513	1512.2237
-50.764	1512.2632
-47.788	1512.3026
-41.507	1512.3421
-37.796	1512.3816
-37.354	1512.4211
-37.388	1512.4605
-37.944	1512.5
-40.045	1512.5395
-44.917	1512.5789
-50.161	1512.6184
-54.373	1512.6579
-57.518	1512.6974
-58.651	1512.7368
-59.487	1512.7763
-59.917	1512.8158
-57.109	1512.8553
-58.435	1512.8947
-60.7	1512.9342
-56.349	1512.9737
-53.315	1513.0132
-48.752	1513.0526
-43.745	1513.0921
-37.89	1513.1316
-36.995	1513.1711
-36.874	1513.2105
-37.067	1513.25
-38.127	1513.2895
-41.33	1513.3289
-46.92	1513.3684
-52.754	1513.4079
-54.843	1513.4474
-56.282	1513.4868
-57.084	1513.5263
-64.56100000000001	1513.5658
-57.326	1513.6053
-61.612	1513.6447
-61.397	1513.6842
-57.831	1513.7237
-57.288	1513.7632
-50.277	1513.8026
-48.492	1513.8421
-41.415	1513.8816
-37.806	1513.9211
-37.387	1513.9605
-37.425	1514
-38.22	1514.0395
-40.68	1514.0789
-45.146	1514.1184
-50.757	1514.1579
-53.892	1514.1974
-54.024	1514.2368
-57.319	1514.2763
-66.032	1514.3158
-59.44	1514.3553
-63.545	1514.3947
-61.573	1514.4342
-62.097	1514.4737
-55.281	1514.5132
-51.636	1514.5526
-48.533	1514.5921
-44.751	1514.6316
-38.259	1514.6711
-36.862	1514.7105
-36.811	1514.75
-37.141	1514.7895
-38.535	1514.8289
-42.099	1514.8684
-47.668	1514.9079
-52.734	1514.9474
-54.21	1514.9868
-56.37	1515.0263
-57.857	1515.0658
-57.481	1515.1053
-62.429	1515.1447
-59.804	1515.1842
-58.147	1515.2237
-62.174	1515.2632
-57.298	1515.3026
-50.499	1515.3421
-47.609	1515.3816
-40.496	1515.4211
-37.791	1515.4605
-37.518	1515.5
-37.536	1515.5395
-38.027	1515.5789
-40.042	1515.6184
-44.647	1515.6579
-50.251	1515.6974
-55.054	1515.7368
-55.501	1515.7763
-59.219	1515.8158
-57.05	1515.8553
-56.03	1515.8947
-61.44	1515.9342
-74.128	1515.9737
-64.224	1516.0132
-56.721	1516.0526
-54.067	1516.0921
-49.524	1516.1316
-45.355	1516.1711
-38.852	1516.2105
-37.266	1516.25
-37.087	1516.2895
-37.259	1516.3289
-38.397	1516.3684
-41.321	1516.4079
-46.509	1516.4474
-51.464	1516.4868
-54.084	1516.5263
-56.82	1516.5658
-57.636	1516.6053
-59.295	1516.6447
-62.324	1516.6842
-61.347	1516.7237
-58.098	1516.7632
-58.003	1516.8026
-59.629	1516.8421
-53.075	1516.8816
-49.675	1516.9211
-45.307	1516.9605
-39.132	1517
-37.856	1517.0395
-37.745	1517.0789
-38.029	1517.1184
-39.217	1517.1579
-42.781	1517.1974
-49.166	1517.2368
-54.053	1517.2763
-57.049	1517.3158
-56.477	1517.3553
-58.379	1517.3947
-62.805	1517.4342
-61.901	1517.4737
-210	1517.5132
-59.812	1517.5526
-61.675	1517.5921
-58.847	1517.6316
-51.12	1517.6711
-48.761	1517.7105
-40.988	1517.75
-37.854	1517.7895
-37.573	1517.8289
-37.567	1517.8684
-38.026	1517.9079
-40.055	1517.9474
-44.622	1517.9868
-50.061	1518.0263
-53.964	1518.0658
-57.633	1518.1053
-55.96	1518.1447
-57.623	1518.1842
-62.132	1518.2237
-60.035	1518.2632
-210	1518.3026
-210	1518.3421
-58.995	1518.3816
-54.842	1518.4211
-50.602	1518.4605
-48.223	1518.5
-41.23	1518.5395
-38.38	1518.5789
-38.065	1518.6184
-38.187	1518.6579
-39.096	1518.6974
-41.414	1518.7368
-45.862	1518.7763
-50.713	1518.8158
-54.551	1518.8553
-57.735	1518.8947
-67.965	1518.9342
-58.436	1518.9737
-55.933	1519.0132
-65.788	1519.0526
-60.634	1519.0921
-62.399	1519.1316
-61.012	1519.1711
-54.439	1519.2105
-50.107	1519.25
-46.797	1519.2895
-39.672	1519.3289
-38.311	1519.3684
-38.203	1519.4079
-38.476	1519.4474
-39.751	1519.4868
-43.369	1519.5263
-49.433	1519.5658
-54.378	1519.6053
-57.115	1519.6447
-59.812	1519.6842
-64.148	1519.7237
-61.966	1519.7632
-59.965	1519.8026
-62.32	1519.8421
-62.401	1519.8816
-59.578	1519.9211
-58.015	1519.9605
-51.781	1520
-49.302	1520.0395
-42.626	1520.0789
-38.894	1520.1184
-38.329	1520.1579
-38.246	1520.1974
-38.633	1520.2368
-40.414	1520.2763
-44.286	1520.3158
-49.666	1520.3553
-53.652	1520.3947
-57.991	1520.4342
-57.541	1520.4737
-58.31	1520.5132
-59.818	1520.5526
-57.874	1520.5921
-66.40300000000001	1520.6316
-61.014	1520.6711
-62.337	1520.7105
-55.936	1520.75
-52.092	1520.7895
-49.2	1520.8289
-41.767	1520.8684
-38.76	1520.9079
-38.524	1520.9474
-38.666	1520.9868
-39.298	1521.0263
-41.286	1521.0658
-45.781	1521.1053
-51.46	1521.1447
-56.01	1521.1842
-55.646	1521.2237
-59.182	1521.2632
-60.65	1521.3026
-62.037	1521.3421
-65.828	1521.3816
-60.117	1521.4211
-63.585	1521.4605
-59.574	1521.5
-56.945	1521.5395
-50.569	1521.5789
-47.065	1521.6184
-39.937	1521.6579
-37.883	1521.6974
-37.688	1521.7368
-37.846	1521.7763
-39.048	1521.8158
-42.33	1521.8553
-47.921	1521.8947
-51.941	1521.9342
-54.34	1521.9737
-56.856	1522.0132
-57.568	1522.0526
-59.859	1522.0921
-62.746	1522.1316
-210	1522.1711
-59.219	1522.2105
-64.203	1522.25
-55.755	1522.2895
-51.498	1522.3289
-49.403	1522.3684
-45.093	1522.4079
-39.161	1522.4474
-37.695	1522.4868
-37.51	1522.5263
-37.911	1522.5658
-39.527	1522.6053
-43.251	1522.6447
-48.848	1522.6842
-54.71	1522.7237
-56.067	1522.7632
-55.718	1522.8026
-58.779	1522.8421
-58.982	1522.8816
-61.273	1522.9211
-70.89	1522.9605
-62.041	1523
-60.665	1523.0395
-55.334	1523.0789
-49.434	1523.1184
-47.283	1523.1579
-40.849	1523.1974
-36.727	1523.2368
-36.239	1523.2763
-36.219	1523.3158
-36.557	1523.3553
-38.077	1523.3947
-42.108	1523.4342
-48.228	1523.4737
-53.101	1523.5132
-55.929	1523.5526
-55.774	1523.5921
-60.338	1523.6316
-59.083	1523.6711
-60.808	1523.7105
-60.103	1523.75
-73.295	1523.7895
-60.547	1523.8289
-58.041	1523.8684
-50.071	1523.9079
-47.271	1523.9474
-40.132	1523.9868
-36.893	1524.0263
-36.461	1524.0658
-36.467	1524.1053
-37.088	1524.1447
-39.37	1524.1842
-43.457	1524.2237
-48.483	1524.2632
-52.675	1524.3026
-56.551	1524.3421
-58.552	1524.3816
-60.456	1524.4211
-61.001	1524.4605
-62.775	1524.5
-210	1524.5395
-61.66	1524.5789
-56.692	1524.6184
-54.724	1524.6579
-49.423	1524.6974
-46.724	1524.7368
-39.859	1524.7763
-36.1	1524.8158
-35.695	1524.8553
-35.791	1524.8947
-36.653	1524.9342
-39.461	1524.9737
-44.66	1525.0132
-49.694	1525.0526
-52.855	1525.0921
-54.632	1525.1316
-56.333	1525.1711
-59.79	1525.2105
-61.698	1525.25
-60.28	1525.2895
-59.864	1525.3289
-63.081	1525.3684
-59.292	1525.4079
-53.251	1525.4474
-48.578	1525.4868
-44.807	1525.5263
-38.08	1525.5658
-36.356	1525.6053
-36.123	1525.6447
-36.251	1525.6842
-37.317	1525.7237
-40.594	1525.7632
-46.462	1525.8026
-51.624	1525.8421
-53.721	1525.8816
-55.234	1525.9211
-56.835	1525.9605
-60.02	1526
-62.523	1526.0395
-59.025	1526.0789
-63.324	1526.1184
-64.83499999999999	1526.1579
-57.909	1526.1974
-52.744	1526.2368
-47.967	1526.2763
-43.534	1526.3158
-37.378	1526.3553
-35.983	1526.3947
-35.817	1526.4342
-36.033	1526.4737
-37.106	1526.5132
-39.702	1526.5526
-44.472	1526.5921
-49.839	1526.6316
-54.547	1526.6711
-55.32	1526.7105
-57.439	1526.75
-58.611	1526.7895
-61.53	1526.8289
-59.217	1526.8684
-71.977	1526.9079
-59.778	1526.9474
-57.068	1526.9868
-53.398	1527.0263
-48.559	1527.0658
-43.654	1527.1053
-37.126	1527.1447
-36.207	1527.1842
-36.123	1527.2237
-36.351	1527.2632
-37.493	1527.3026
-40.704	1527.3421
-46.533	1527.3816
-50.798	1527.4211
-53.654	1527.4605
-57.018	1527.5
-56.695	1527.5395
-57.659	1527.5789
-59.683	1527.6184
-58.842	1527.6579
-210	1527.6974
-59.93	1527.7368
-56.529	1527.7763
-51.938	1527.8158
-48.01	1527.8553
-42.703	1527.8947
-37.321	1527.9342
-36.313	1527.9737
-36.18	1528.0132
-36.499	1528.0526
-38.085	1528.0921
-41.714	1528.1316
-46.952	1528.1711
-51.014	1528.2105
-53.435	1528.25
-55.58	1528.2895
-57.215	1528.3289
-210	1528.3684
-62.753	1528.4079
-65.21299999999999	1528.4474
-68.05	1528.4868
-67.569	1528.5263
-56.903	1528.5658
-50.609	1528.6053
-47.842	1528.6447
-44.138	1528.6842
-37.366	1528.7237
-36.138	1528.7632
-36.07	1528.8026
-36.327	1528.8421
-37.856	1528.8816
-41.464	1528.9211
-46.833	1528.9605
-51.835	1529
-54.933	1529.0395
-55.073	1529.0789
-56.886	1529.1184
-61.938	1529.1579
-60.205	1529.1974
-59.907	1529.2368
-67.23699999999999	1529.2763
-58.663	1529.3158
-57.205	1529.3553
-50.918	1529.3947
-48.335	1529.4342
-41.896	1529.4737
-37.395	1529.5132
-36.67	1529.5526
-36.549	1529.5921
-36.832	1529.6316
-38.427	1529.6711
-42.207	1529.7105
-47.795	1529.75
-51.637	1529.7895
-55.26	1529.8289
-56.546	1529.8684
-60.531	1529.9079
-59.344	1529.9474
-210	1529.9868
-210	1530.0263
-61.831	1530.0658
-58.11	1530.1053
-59.634	1530.1447
-51.544	1530.1842
-48.132	1530.2237
-43.141	1530.2632
-37.095	1530.3026
-36.231	1530.3421
-36.142	1530.3816
-36.431	1530.4211
-37.494	1530.4605
-40.302	1530.5
-46.129	1530.5395
-51.594	1530.5789
-55.534	1530.6184
-57.77	1530.6579
-56.738	1530.6974
-62.77	1530.7368
-58.951	1530.7763
-210	1530.8158
-60.974	1530.8553
-66.503	1530.8947
-58.385	1530.9342
-53.203	1530.9737
-49.184	1531.0132
-42.893	1531.0526
-37.548	1531.0921
-36.865	1531.1316
-36.78	1531.1711
-37.047	1531.2105
-38.432	1531.25
-42.293	1531.2895
-47.729	1531.3289
-51.664	1531.3684
-57.104	1531.4079
-54.927	1531.4474
-61.166	1531.4868
-59.769	1531.5263
-63.12	1531.5658
-67.845	1531.6053
-63.69	1531.6447
-72.01600000000001	1531.6842
-57.563	1531.7237
-52.391	1531.7632
-48.67	1531.8026
